Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by
SI,D_Battery_Li-Ion,2025,0.0369,,GW,eurostat statistics: energy - infrastructure - batteries,03.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,D_Battery_Li-Ion,2025,0.095,,GW,eurostat statistics: energy - infrastructure - batteries,03.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,D_Battery_Li-Ion,2025,0.552,,GW,eurostat statistics: energy - infrastructure - batteries,03.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,P_Wind_Offshore_Deep,2026,0.42,,GW,interpolated,15.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,P_Wind_Offshore_Deep,2027,0.815,,GW,interpolated,15.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,P_Wind_Offshore_Deep,2028,1.21,,GW,interpolated,15.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,P_Wind_Offshore_Deep,2029,1.605,,GW,interpolated,15.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2025,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2026,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2027,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2028,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2029,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2030,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2031,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2032,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2033,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2034,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2035,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2036,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2037,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2038,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2039,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Offshore_Shallow,2040,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2025,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2026,0.88,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2027,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2028,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2029,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2030,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2031,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2032,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2033,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2034,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2035,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2036,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2037,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2038,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2039,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewEngland,P_Wind_Offshore_Shallow,2040,1.51,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2025,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2026,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2027,0.26,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2028,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2029,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2030,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2031,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2032,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2033,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2034,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2035,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2036,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2037,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2038,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2039,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
NewYork,P_Wind_Offshore_Shallow,2040,1.68,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2025,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2026,0.0,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2027,1.3,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2028,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2029,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2030,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2031,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2032,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2033,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2034,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2035,2.6,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2036,3.1,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2037,3.1,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2038,3.1,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2039,3.1,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
PJM,P_Wind_Offshore_Shallow,2040,3.1,,GW,"SLA Offshore Wind Scenarios (Low Case, cumulative)",2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2026,23.176399,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2026,0.438465,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2027,23.135597,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2027,0.543359,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2028,23.053995,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2028,0.657693,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2029,22.91629,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2029,0.492872,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2030,22.870389,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2030,0.850903,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2031,22.758185,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2031,0.971731,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2032,22.58988,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2032,1.14964,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2033,22.411374,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2033,0.870486,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2034,22.171667,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2034,1.118817,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2035,21.891158,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2035,1.40795,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2036,21.534146,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2036,1.29898,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2037,21.100633,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2037,1.266511,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2038,20.590616,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2038,1.310545,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2039,20.004098,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2039,1.431082,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2040,19.341076,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2040,1.628121,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2026,10.914946,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2027,10.870846,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2028,10.901422,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2029,10.925334,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2030,11.200224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2031,11.562922,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2032,11.571938,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2033,11.580268,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2034,11.533032,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2035,11.541656,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2036,11.310823,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2037,11.07999,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2038,10.849157,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2039,10.618324,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2040,10.38749,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2026,3.82445,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2027,3.604832,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2028,3.604832,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2029,0.789684,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2030,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2031,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2032,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2033,0.112112,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2034,0.101332,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2035,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2036,0.067612,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2037,0.066232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2038,0.064852,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2039,0.063473,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
